,number,classification,timestamp,latitude,longitude,report,key_words
2275,6164,Class B,2002-10-09 12:00:00+00:00,39.0621,-105.0138, Hunter's elk calls ellicit vocal responses from multiple animals,Hunter's elk calls ellicit vocal responses multiple animals
2276,6538,Class B,2003-08-02 12:00:00+00:00,37.70835,-107.9584, Large tracks found in southwest Colorado mountains,Large tracks found southwest Colorado mountains
2277,6755,Class B,2003-08-30 12:00:00+00:00,37.4125,-108.1292, Another large footprint in SW Colorado high country,Another large footprint SW Colorado high country
2278,9018,Class B,2004-06-01 12:00:00+00:00,37.38334,-107.4667, Campers driven off mountain by unseen intruders,Campers driven mountain unseen intruders
2279,12576,Class B,1978-10-18 12:00:00+00:00,40.55415,-106.7084, Elk hunters find series of tracks in Mt. Zirkel Wilderness,Elk hunters find series tracks Mt. Zirkel Wilderness
2280,12802,Class B,2005-10-07 12:00:00+00:00,39.4455,-105.0787," Nighttime sighting by golf course worker at Arrowhead Golfcourse, aside Roxborough State Park, Rampart Range.","Nighttime sighting golf course worker Arrowhead Golfcourse, aside Roxborough State Park, Rampart Range."
2281,12904,Class B,2005-09-09 12:00:00+00:00,39.29325,-106.1215, Notes from the Colorado BFRO Expedition,Notes Colorado BFRO Expedition
2282,13699,Class B,2005-10-17 12:00:00+00:00,40.00385,-107.4381, Possible knocks heard near the Flat Tops Wilderness area of White River National Forest,Possible knocks heard near Flat Tops Wilderness area White River National Forest
2283,14997,Class B,2006-06-10 12:00:00+00:00,37.89225,-107.1971, Possible approach to campers near Spring Creek Pass in the San Juan Mountains,Possible approach campers near Spring Creek Pass San Juan Mountains
2284,16038,Class B,2004-08-01 12:00:00+00:00,39.01577,-106.7522, Possible camp stalking at Taylor Reservoir outside Aspen,Possible camp stalking Taylor Reservoir outside Aspen
2285,16648,Class B,2006-11-04 12:00:00+00:00,40.277,-107.8708, Hunter reports possible vocalizations in the Danforth Hills near Meeker,Hunter reports possible vocalizations Danforth Hills near Meeker
2286,16661,Class B,2004-01-15 12:00:00+00:00,40.4805,-106.7682, Possible tracks found by snowshoers near Steamboat Springs,Possible tracks found snowshoers near Steamboat Springs
2287,19804,Class B,2005-09-20 12:00:00+00:00,37.3199,-106.3325, Hunter reports unusual roars In South San Juan Mountains,Hunter reports unusual roars In South San Juan Mountains
2288,20028,Class B,1987-10-15 12:00:00+00:00,38.9969,-108.1098, Hunter recalls unusual and persistent vocalizations at Carson Lake on the Grand Mesa,Hunter recalls unusual persistent vocalizations Carson Lake Grand Mesa
2289,23065,Class B,2001-09-15 12:00:00+00:00,37.2362,-106.541, Bowhunters report unusual encounters in the South San Juan Mountains,Bowhunters report unusual encounters South San Juan Mountains
2290,23305,Class B,2005-11-07 12:00:00+00:00,39.879,-106.6735, Hunter hears loud vocalization and is nearly trampled by a spooked Elk north of Burns,Hunter hears loud vocalization nearly trampled spooked Elk north Burns
2291,24068,Class B,2008-06-21 12:00:00+00:00,37.26505,-106.4745, Possible vocalization frightens fisherman from campsite along Conejos River,Possible vocalization frightens fisherman campsite along Conejos River
2292,24194,Class B,2001-09-04 12:00:00+00:00,39.15735,-106.4213, Hiker describes possible near encounter on the Colorado Trail near Mt. Massive,Hiker describes possible near encounter Colorado Trail near Mt. Massive
2293,25511,Class B,2008-10-12 12:00:00+00:00,37.33815,-107.501, Couple finds large human-shaped footprints while elk hunting near Bear Creek,Couple finds large human-shaped footprints elk hunting near Bear Creek
2294,25552,Class B,1997-09-20 12:00:00+00:00,38.91,-105.275, Multiple Tracks Found at Florissant Fossil Beds National Monument,Multiple Tracks Found Florissant Fossil Beds National Monument
2295,34078,Class B,2011-10-14 12:00:00+00:00,37.56055,-105.2869, Father and son witness fast-moving biped crossing road east of Fort Garland,Father son witness fast-moving biped crossing road east Fort Garland
2296,41935,Class B,2013-08-05 12:00:00+00:00,38.68775,-105.047, Couple observe a large dark figure as it watches fishermen at Skaguay Reservoir near Victor,Couple observe large dark figure watches fishermen Skaguay Reservoir near Victor
2297,44401,Class B,2014-02-09 12:00:00+00:00,40.33838,-105.5728, YMCA camp guest has a possible nighttime sighting and hears strange vocalizations in Estes Park,YMCA camp guest possible nighttime sighting hears strange vocalizations Estes Park
2298,46795,Class B,2014-10-12 12:00:00+00:00,38.77741,-105.9111, Hunter experiences night-time rock-throwing and possible vocalizations while camping near Hartsel,Hunter experiences night-time rock-throwing possible vocalizations camping near Hartsel
2299,46805,Class B,2014-10-11 12:00:00+00:00,39.52701,-105.4147, Hikers are startled by unusual sounds in Staunton State Park,Hikers startled unusual sounds Staunton State Park
2300,13585,Class B,2006-01-17 12:00:00+00:00,41.51105,-72.46315, Possible activity near Salmon River State Forest,Possible activity near Salmon River State Forest
2301,18333,Class B,1987-11-01 12:00:00+00:00,41.86425,-73.00099, Possible vocalizations near Bakersville,Possible vocalizations near Bakersville
2302,48101,Class B,2016-08-13 12:00:00+00:00,41.68669,-73.35194, Passenger has possible daylight sighting near New Preston,Passenger possible daylight sighting near New Preston
2303,55169,Class B,2016-07-03 12:00:00+00:00,41.38609,-72.30142, Couple hear possible knocks while fishing one morning near Lyme,Couple hear possible knocks fishing one morning near Lyme
2304,55771,Class B,2016-10-14 12:00:00+00:00,41.38695,-71.95564, Possible close encounter behind a home near Old Mystic village,Possible close encounter behind home near Old Mystic village
2305,28720,Class B,2010-08-16 12:00:00+00:00,38.88665,-75.3793, Traveler observes a tall biped in a cornfield north of Bethany Beach,Traveler observes tall biped cornfield north Bethany Beach
2306,37386,Class B,2012-11-13 12:00:00+00:00,38.71,-75.36536, Couple hear possible screams and knocks at their home near Redden State Park,Couple hear possible screams knocks home near Redden State Park
2307,39121,Class B,1999-02-15 12:00:00+00:00,38.676,-75.18375, Recollection of a possible night time road crossing near Angola,Recollection possible night time road crossing near Angola
2308,430,Class B,1981-08-15 12:00:00+00:00,29.10855,-82.75685, Brothers hear howl while trailblazing,Brothers hear howl trailblazing
2309,595,Class B,1983-07-16 12:00:00+00:00,28.76465,-82.42065," Father and son were out scouting for deer when they spot large eyes 8 foot off the gound, also hear loud scream.","Father son scouting deer spot large eyes 8 foot gound, also hear loud scream."
2310,598,Class B,2000-10-28 12:00:00+00:00,29.01175,-82.03495, Vocalizations and Footsteps heard,Vocalizations Footsteps heard
2311,747,Class B,1999-10-15 12:00:00+00:00,28.9935,-80.933, 1. loud vocalization sounds woke sleeping couple. 2. family dog found injured,1. loud vocalization sounds woke sleeping couple. 2. family dog found injured
2312,1079,Class B,1981-10-15 12:00:00+00:00,28.662,-81.31985, Foot steps heard in wood line. Weeks later more sounds heard,Foot steps heard wood line. Weeks later sounds heard
2313,1283,Class B,1992-02-15 12:00:00+00:00,25.782,-81.07385,  Heard and then chased by creature,Heard chased creature
2314,1480,Class B,1996-10-15 12:00:00+00:00,29.08405,-81.59005, 3am observation in Alexander Springs  (Ocala Nat. Forest) of tall upright animal.  Coolers ransacked,3am observation Alexander Springs (Ocala Nat. Forest) tall upright animal. Coolers ransacked
2315,1608,Class B,1980-07-15 12:00:00+00:00,28.021,-81.8642," Noise, like wood being banged against tree. Tracks found","Noise, like wood banged tree. Tracks found"
2316,1719,Class B,1972-03-15 12:00:00+00:00,25.4817,-80.5158, Possible collision with vehicle outside Homestead,Possible collision vehicle outside Homestead
2317,1831,Class B,1994-09-15 12:00:00+00:00,26.28585,-80.17845, Foot steps heard while walking on trail at night,Foot steps heard walking trail night
2318,2848,Class B,2004-11-07 12:00:00+00:00,28.98195,-80.86715, Large  humanoid figure seen at night near beach,Large humanoid figure seen night near beach
2319,2915,Class B,2001-03-01 12:00:00+00:00,25.84875,-81.3142, Campers hear unfamiliar vocalizations at night in the Everglades,Campers hear unfamiliar vocalizations night Everglades
2320,3918,Class B,1985-09-01 12:00:00+00:00,27.9664,-81.95285," Hunter has unexplained, late night encounter while in small boat on Saddle Creek","Hunter unexplained, late night encounter small boat Saddle Creek"
2321,5510,Class B,1980-06-30 12:00:00+00:00,29.12915,-81.63025, Man finds and casts large footprints after hearing of sighting,Man finds casts large footprints hearing sighting
2322,5519,Class B,1972-05-15 12:00:00+00:00,30.32305,-85.4427, Man recalls childhood encounter with sasquatch,Man recalls childhood encounter sasquatch
2323,6992,Class B,2004-02-17 12:00:00+00:00,26.6685,-81.8768, Large bipedal creature passes child's window near Ft.Myers,Large bipedal creature passes child's window near Ft.Myers
2324,7109,Class B,2006-10-07 12:00:00+00:00,30.0771,-81.39806, Possible vocalizations heard by hunters and a biologist in Guana River WMA,Possible vocalizations heard hunters biologist Guana River WMA
2325,7627,Class B,2004-02-15 12:00:00+00:00,28.41655,-82.1426, Man recalls childhood encounter near Hudson,Man recalls childhood encounter near Hudson
2326,7692,Class B,1979-10-01 12:00:00+00:00,29.1299,-82.58765," Possible brush nest, tracks, smell, noticed by DeMolay teens visiting rural home Dunellon","Possible brush nest, tracks, smell, noticed DeMolay teens visiting rural home Dunellon"
2327,7792,Class B,1998-01-31 12:00:00+00:00,29.8398,-85.0681, Woman has nighttime sighting from truck,Woman nighttime sighting truck
2328,8561,Class B,2004-08-05 12:00:00+00:00,27.1788,-82.20475, Husband and wife hear early morning vocalizations near back of Myakka State Park,Husband wife hear early morning vocalizations near back Myakka State Park
2329,8935,Class B,1985-11-15 12:00:00+00:00,27.84434,-81.30249, Various occurences between Lake Kissimmee and Tiger Lake that may be BF-related,Various occurences Lake Kissimmee Tiger Lake may BF-related
2330,9885,Class B,2004-12-04 12:00:00+00:00,26.6878,-81.6143, Possible vocalization east of Ft.Myers,Possible vocalization east Ft.Myers
2331,10192,Class B,2006-06-11 12:00:00+00:00,31.00009,-87.00008, Possible vocalizations and tracks found by hunter on state land near Jay,Possible vocalizations tracks found hunter state land near Jay
2332,11387,Class B,1994-03-01 12:00:00+00:00,29.0765,-81.8945, Screams Heard While Camping in the Ocala National Forest,Screams Heard While Camping Ocala National Forest
2333,12068,Class B,2005-05-24 12:00:00+00:00,29.29063,-81.08198, Possible intimidation behavior experienced while shining for alligators in Ormond Beach,Possible intimidation behavior experienced shining alligators Ormond Beach
2334,12351,Class B,2005-08-19 12:00:00+00:00,29.7788,-81.45421, Possible vocalizations heard by residents outside Elkton,Possible vocalizations heard residents outside Elkton
2335,12628,Class B,1990-06-01 12:00:00+00:00,28.555,-82.055, Possible sighting in woods separating farms west of Tarrytown,Possible sighting woods separating farms west Tarrytown
2336,12903,Class B,2005-02-11 12:00:00+00:00,29.04865,-81.4692, Stalking in swamp during Florida BFRO expedition,Stalking swamp Florida BFRO expedition
2337,13048,Class B,1982-09-01 12:00:00+00:00,26.529,-81.6455, Scream Heard in a Cypress Swamp outside Ft. Myers,Scream Heard Cypress Swamp outside Ft. Myers
2338,13313,Class B,2000-10-14 12:00:00+00:00,30.28881,-85.64108, Possible vocalizations heard by four-wheelers near Southport,Possible vocalizations heard four-wheelers near Southport
2339,13889,Class B,2007-07-15 12:00:00+00:00,26.09729,-81.71505, Man describes incidents in teen years in swamp area outside Naples,Man describes incidents teen years swamp area outside Naples
2340,13961,Class B,2003-08-15 12:00:00+00:00,27.35644,-80.96515, Possible stalking of boar hunters at night outside Okeechobee,Possible stalking boar hunters night outside Okeechobee
2341,13976,Class B,1980-02-01 12:00:00+00:00,28.917,-81.898, Possible tracks and sounds outside a home near Lady Lake,Possible tracks sounds outside home near Lady Lake
2342,14100,Class B,2006-03-11 12:00:00+00:00,28.966,-81.649, Knocks heard in the Ocala National Forest,Knocks heard Ocala National Forest
2343,14181,Class B,2006-03-16 12:00:00+00:00,30.993,-85.97701," Hunter hears vocalizations, relates other experiences in vicinity.","Hunter hears vocalizations, relates experiences vicinity."
2344,14271,Class B,1975-09-01 12:00:00+00:00,26.0645,-81.3615, Possible tracks noticed by hunters in the Everglades outside Everglades City,Possible tracks noticed hunters Everglades outside Everglades City
2345,14719,Class B,2006-09-05 12:00:00+00:00,30.2637,-81.49433, Surveyor describes possible stick formations in woods near Jacksonville,Surveyor describes possible stick formations woods near Jacksonville
2346,15310,Class B,1995-05-01 12:00:00+00:00,27.8565,-81.8995, Possible daylight sighting by fisherman near Bartow,Possible daylight sighting fisherman near Bartow
2347,15318,Class B,1997-10-01 12:00:00+00:00,25.86895,-81.1498, Possible vocalizations noted by fishermen at night off of SR 41,Possible vocalizations noted fishermen night SR 41
2348,15694,Class B,2006-09-02 12:00:00+00:00,28.5465,-81.5545, Possible daytime sighting by motorist on FL Turnpike outside Orlando (near Ocoee exit),Possible daytime sighting motorist FL Turnpike outside Orlando (near Ocoee exit)
2349,16347,Class B,2006-10-09 12:00:00+00:00,26.1699,-80.98849, Possible mid-day sighting by motorist on I-75  (Alligator Alley) in the Everglades,Possible mid-day sighting motorist I-75 (Alligator Alley) Everglades
