,number,classification,timestamp,latitude,longitude,report,key_words,month,year
2367,23399,Class B,2005-03-13 12:00:00+00:00,30.79,-85.685, Possible night-time visit at campsite near Esto,Possible night-time visit campsite near Esto,3,2005
3198,10928,Class B,2005-03-13 12:00:00+00:00,44.6693,-123.2433," Hikers hear growl, wood  knocking, have rock thrown at them","Hikers hear growl, wood knocking, rock thrown",3,2005
1845,10945,Class A,2005-03-13 12:00:00+00:00,39.01972,-81.85806, Passenger has late night sighting along interstate,Passenger late night sighting along interstate,3,2005
273,2404,Class A,2005-03-14 12:00:00+00:00,50.25,-98.03333, Girl celebrating her birthday has encounter with upright animal walking through yard,Girl celebrating birthday encounter upright animal walking yard,3,2005
329,5493,Class A,2005-03-19 12:00:00+00:00,39.11636,-105.2155, Young camper has early morning encounter,Young camper early morning encounter,3,2005
1523,11260,Class A,2005-03-19 12:00:00+00:00,32.04417,-98.09234, Early morning road cross encounter south of Stephenville,Early morning road cross encounter south Stephenville,3,2005
3552,11137,Class B,2005-03-31 12:00:00+00:00,46.8434,-123.2383, Young Girl Experiences Rock and Stick Throwing,Young Girl Experiences Rock Stick Throwing,3,2005
3518,6058,Class B,2005-04-05 12:00:00+00:00,47.9477,-124.5301, Sol Duc River fisherman experiences large animal crashing through heavy brush,Sol Duc River fisherman experiences large animal crashing heavy brush,4,2005
2355,18737,Class B,2005-04-09 12:00:00+00:00,25.953,-81.356, Campers report possible vocalization and footprint in Big Cypress National Preserve,Campers report possible vocalization footprint Big Cypress National Preserve,4,2005
3759,13083,Class B,2005-04-09 12:00:00+00:00,38.10785,-80.19044, Participant observations during BFRO WV Expedition,Participant observations BFRO WV Expedition,4,2005
331,5608,Class A,2005-04-12 12:00:00+00:00,37.09263,-104.3786, Young student has early morning sighting,Young student early morning sighting,4,2005
3270,12815,Class B,2005-04-13 12:00:00+00:00,36.19408,-83.73153, Brief night time sighting near Blaine,Brief night time sighting near Blaine,4,2005
3756,11432,Class B,2005-04-13 12:00:00+00:00,38.10833,-80.17528," Possible sighting during BFRO's West Virginia expedition, Spring 2005","Possible sighting BFRO's West Virginia expedition, Spring 2005",4,2005
238,12001,Class A,2005-04-15 12:00:00+00:00,53.62819,-114.1397," Daylight sighting by motorist outside Edmonton, on Highway 16 near Stony Plain","Daylight sighting motorist outside Edmonton, Highway 16 near Stony Plain",4,2005
2835,11453,Class B,2005-04-15 12:00:00+00:00,37.63169,-91.41383, Vocalizations and wood knocking in Mark Twain National Forest,Vocalizations wood knocking Mark Twain National Forest,4,2005
792,28575,Class A,2005-04-15 12:00:00+00:00,37.47975,-82.5183, Bipedal creature observed on a cliff outside Pikeville,Bipedal creature observed cliff outside Pikeville,4,2005
3206,14891,Class B,2005-04-15 12:00:00+00:00,42.0833,-123.3333, Hiker reports possible vocalizations near Oregon Caves,Hiker reports possible vocalizations near Oregon Caves,4,2005
276,12908,Class A,2005-04-16 12:00:00+00:00,54.245,-97.595," Daylight sighting by ferry operator at Nelson River crossing, north of Norway House","Daylight sighting ferry operator Nelson River crossing, north Norway House",4,2005
3554,11313,Class B,2005-04-17 12:00:00+00:00,47.2637,-120.2238, Turkey hunters surprised by loud vocalizations near Wenatchee,Turkey hunters surprised loud vocalizations near Wenatchee,4,2005
1524,11325,Class A,2005-04-18 12:00:00+00:00,30.71139,-94.70139, Teen has sighting through bedroom window,Teen sighting bedroom window,4,2005
3553,11186,Class B,2005-04-18 12:00:00+00:00,48.79056,-117.2833, Possible sighting near Sullivan Lake,Possible sighting near Sullivan Lake,4,2005
1732,10397,Class A,2005-04-20 12:00:00+00:00,47.485,-121.5287, A bipedal subject seen standing in Hannan Lake,A bipedal subject seen standing Hannan Lake,4,2005
2462,19129,Class B,2005-04-21 12:00:00+00:00,34.8983,-84.6216, Camper reports possible knocks in daylight near Conasauga River,Camper reports possible knocks daylight near Conasauga River,4,2005
1525,11389,Class A,2005-04-21 12:00:00+00:00,33.09625,-94.32139, Young man tells of childhood experiences,Young man tells childhood experiences,4,2005
3333,11439,Class B,2005-04-25 12:00:00+00:00,30.43444,-93.89, Mother and sons hear whoops in woods behind house,Mother sons hear whoops woods behind house,4,2005
2636,11493,Class B,2005-04-26 12:00:00+00:00,39.06381,-95.74633, Hiker hears vocalizations and finds footprint near Topeka,Hiker hears vocalizations finds footprint near Topeka,4,2005
3334,11451,Class B,2005-04-26 12:00:00+00:00,30.71139,-94.58," While biking to work, man hears loud animal in woods","While biking work, man hears loud animal woods",4,2005
1940,11786,Class B,2005-05-01 12:00:00+00:00,35.07,-91.97, Vocalizations and wood knocks heard by fishermen near pond,Vocalizations wood knocks heard fishermen near pond,5,2005
1526,11543,Class A,2005-05-02 12:00:00+00:00,30.3343,-95.28653," While riding horse, man has mid-day sighting","While riding horse, man mid-day sighting",5,2005
2087,11837,Class B,2005-05-05 12:00:00+00:00,38.96,-120.0969, Man sees and photographs large print on shore of Lake Tahoe,Man sees photographs large print shore Lake Tahoe,5,2005
94,11632,Class A,2005-05-07 12:00:00+00:00,33.26462,-92.64066, 4' - 5.5' upright animal seen crossing dead-end road,4' - 5.5' upright animal seen crossing dead-end road,5,2005
3335,11635,Class B,2005-05-08 12:00:00+00:00,30.66986,-94.66653, Single car accident in Big Thicket National Preserve,Single car accident Big Thicket National Preserve,5,2005
586,11070,Class A,2005-05-09 12:00:00+00:00,44.0925,-112.455," Fisherman sees bipedal, human-looking animal in river","Fisherman sees bipedal, human-looking animal river",5,2005
2333,12068,Class B,2005-05-24 12:00:00+00:00,29.29063,-81.08198, Possible intimidation behavior experienced while shining for alligators in Ormond Beach,Possible intimidation behavior experienced shining alligators Ormond Beach,5,2005
3425,40534,Class B,2005-05-28 12:00:00+00:00,37.41095,-80.6275, Strange encounter experienced by LEO's camped near Goldbond,Strange encounter experienced LEO's camped near Goldbond,5,2005
1954,11807,Class B,2005-05-30 12:00:00+00:00,35.1394,-111.6259, Twilight vocalizations heard near Lake Mary,Twilight vocalizations heard near Lake Mary,5,2005
1215,11771,Class A,2005-05-30 12:00:00+00:00,40.71737,-81.18352, A young man hears vocals and has a sighting north of Malvern,A young man hears vocals sighting north Malvern,5,2005
3761,13141,Class B,2005-05-30 12:00:00+00:00,39.05,-79.98335, Possible vocalizations heard by camper near Tygart Valley River,Possible vocalizations heard camper near Tygart Valley River,5,2005
1439,31005,Class A,2005-06-01 12:00:00+00:00,35.97231,-84.88466, Early morning walker witnesses a sasquatch pouncing on a snake east of Crossville,Early morning walker witnesses sasquatch pouncing snake east Crossville,6,2005
419,13514,Class A,2005-06-02 12:00:00+00:00,25.927,-81.33, Daylight sighting by motorist on U.S. 41 near I-29,Daylight sighting motorist U.S. 41 near I-29,6,2005
614,11831,Class A,2005-06-02 12:00:00+00:00,41.3368,-88.562, Snake hunter has daytime sighting near Seneca,Snake hunter daytime sighting near Seneca,6,2005
617,12439,Class A,2005-06-10 12:00:00+00:00,41.3368,-88.562, Three men have daylight sighting near Seneca,Three men daylight sighting near Seneca,6,2005
2448,8880,Class B,2005-06-15 12:00:00+00:00,34.7064,-83.8329, Possible vocalization and camp stalking in Raven Cliffs Wilderness Area,Possible vocalization camp stalking Raven Cliffs Wilderness Area,6,2005
436,21879,Class A,2005-06-15 12:00:00+00:00,30.11584,-81.94118, Teens have very Close Encounter with Creature,Teens Close Encounter Creature,6,2005
1528,11687,Class A,2005-06-15 12:00:00+00:00,31.0232,-94.47903," While checking deer feeders, hunter has encounter on Neches River","While checking deer feeders, hunter encounter Neches River",6,2005
1353,12019,Class A,2005-06-15 12:00:00+00:00,42.354,-123.4034, Witness sees biped leaving her yard,Witness sees biped leaving yard,6,2005
251,11915,Class A,2005-06-17 12:00:00+00:00,49.51069,-123.8562, Night time sightings outside Duncan; Other incidents mentioned,Night time sightings outside Duncan; Other incidents mentioned,6,2005
3202,12156,Class B,2005-06-21 12:00:00+00:00,44.699,-122.1874," Bicyclist hears vocalization, wood knocks and sees tree shaking","Bicyclist hears vocalization, wood knocks sees tree shaking",6,2005
2968,11976,Class B,2005-06-21 12:00:00+00:00,36.91475,-106.9958, Vocalizations heard near Dulce,Vocalizations heard near Dulce,6,2005
1743,14305,Class A,2005-06-23 12:00:00+00:00,47.7393,-121.9749, Late night sighting near Duvall,Late night sighting near Duvall,6,2005
2969,11992,Class B,2005-06-26 12:00:00+00:00,36.7657,-106.9547, Late night vocalizations heard near Dulce,Late night vocalizations heard near Dulce,6,2005
3337,11987,Class B,2005-06-27 12:00:00+00:00,30.46,-95.13," Vocalizations, wood knocks and strange chatter heard in the Sam Houston National Forest","Vocalizations, wood knocks strange chatter heard Sam Houston National Forest",6,2005
588,12913,Class A,2005-07-01 12:00:00+00:00,46.8102,-116.8368, Long-duration daylight sighting (distant) on Moscow Mountain,Long-duration daylight sighting (distant) Moscow Mountain,7,2005
1377,12034,Class A,2005-07-01 12:00:00+00:00,41.4065,-76.804, Truck driver has late afternoon encounter while dumping stone,Truck driver late afternoon encounter dumping stone,7,2005
2096,13362,Class B,2005-07-02 12:00:00+00:00,41.25,-123.6667, Possible vocalizations near Bluff Creek,Possible vocalizations near Bluff Creek,7,2005
2909,12333,Class B,2005-07-02 12:00:00+00:00,35.211,-83.007, Possible vocalization in the Blue Ridge Mountains,Possible vocalization Blue Ridge Mountains,7,2005
2465,23701,Class B,2005-07-03 12:00:00+00:00,34.6527,-84.0354, Vocalization heard at close range on Appalachian Trail (Gooch Mountain Shelter,Vocalization heard close range Appalachian Trail (Gooch Mountain Shelter,7,2005
1026,13492,Class A,2005-07-05 12:00:00+00:00,35.892,-82.829, Family describes incidents in Pisgah Nat. Forest ;  NC-06 Exped notes,Family describes incidents Pisgah Nat. Forest ; NC-06 Exped notes,7,2005
1957,12266,Class B,2005-07-06 12:00:00+00:00,34.7706,-111.8907, Camping family glimpses a grey animal twice in three days,Camping family glimpses grey animal twice three days,7,2005
1276,12204,Class A,2005-07-07 12:00:00+00:00,35.68583,-97.00389, Motorist has midnight road cross encounter,Motorist midnight road cross encounter,7,2005
3556,11702,Class B,2005-07-08 12:00:00+00:00,46.74778,-121.3603, Campers hear scream and witness rock throwing at Twin Sister Lakes,Campers hear scream witness rock throwing Twin Sister Lakes,7,2005
1352,11886,Class A,2005-07-09 12:00:00+00:00,44.56625,-121.6384, Tracks found south of the Warm Springs Reservation        (REPORT UPDATED,Tracks found south Warm Springs Reservation (REPORT UPDATED,7,2005
3056,12157,Class B,2005-07-12 12:00:00+00:00,41.35208,-81.57021, Motorist sees hairy biped crossing road by Cuyahoga Valley National Park,Motorist sees hairy biped crossing road Cuyahoga Valley National Park,7,2005
2103,15039,Class B,2005-07-12 12:00:00+00:00,40.43298,-120.7413, Possible vocalizations heard by resident near Lassen National Forest,Possible vocalizations heard resident near Lassen National Forest,7,2005
511,9465,Class A,2005-07-14 12:00:00+00:00,34.68319,-83.69085, Witness watches tall biped cross her backyard,Witness watches tall biped cross backyard,7,2005
2712,475,Class B,2005-07-15 12:00:00+00:00,46.71195,-85.38834, Rock hunters watch tall upright figure along Lake Superior near Newberry,Rock hunters watch tall upright figure along Lake Superior near Newberry,7,2005
696,47649,Class A,2005-07-15 12:00:00+00:00,40.625,-90.3832, Truck driver has a daylight sighting west of Ellisville,Truck driver daylight sighting west Ellisville,7,2005
776,13289,Class A,2005-07-15 12:00:00+00:00,36.75139,-87.89472, Daytime sighting near Canton on State Route 164,Daytime sighting near Canton State Route 164,7,2005
3208,15747,Class B,2005-07-15 12:00:00+00:00,45.6764,-118.5658, Native family along the Umatilla River reports possible encounters,Native family along Umatilla River reports possible encounters,7,2005
3598,23062,Class B,2005-07-16 12:00:00+00:00,47.55477,-121.5354," Angler finds tracks, hears knocks and senses ominous presence east of North Bend","Angler finds tracks, hears knocks senses ominous presence east North Bend",7,2005
777,18174,Class A,2005-07-20 12:00:00+00:00,37.0787,-83.95846, Small gorilla-type animal seen at dusk along the Laurel River near London,Small gorilla-type animal seen dusk along Laurel River near London,7,2005
2089,12165,Class B,2005-07-24 12:00:00+00:00,37.2804,-118.9614, Camper hears nightime vocalizations near Florence Lake,Camper hears nightime vocalizations near Florence Lake,7,2005
3572,13503,Class B,2005-07-27 12:00:00+00:00,48.86479,-117.3672, Possible moonlight sighting by prospector outside Metaline Falls City,Possible moonlight sighting prospector outside Metaline Falls City,7,2005
2983,8905,Class B,2005-07-27 12:00:00+00:00,43.2696,-77.664, Three men have a late night encounter with a bi-pedal figure,Three men late night encounter bi-pedal figure,7,2005
2239,23490,Class B,2005-08-01 12:00:00+00:00,48.6055,-90.44405, Boaters have rocks possibly thrown at them north of Thunder Bay,Boaters rocks possibly thrown north Thunder Bay,8,2005
3372,12289,Class B,2005-08-02 12:00:00+00:00,40.65,-110.0, Possible early morning vocalizations in the Uinta mountains,Possible early morning vocalizations Uinta mountains,8,2005
2970,12271,Class B,2005-08-06 12:00:00+00:00,36.14505,-108.8548," Possible visitation at a camp, 10 miles northeast of Whiskey Lake","Possible visitation camp, 10 miles northeast Whiskey Lake",8,2005
2971,12418,Class B,2005-08-11 12:00:00+00:00,36.095,-106.9571, Various sounds heard during the BFRO's Jemez Mts. expedition,Various sounds heard BFRO's Jemez Mts. expedition,8,2005
3067,15876,Class B,2005-08-12 12:00:00+00:00,40.1138,-81.5518, Possible stalking near Salt Fork Lake spillway (drains into Wills Creek,Possible stalking near Salt Fork Lake spillway (drains Wills Creek,8,2005
1051,12482,Class A,2005-08-13 12:00:00+00:00,41.238,-95.92, Various sightings by residents near the Missouri River,Various sightings residents near Missouri River,8,2005
3064,15088,Class B,2005-08-14 12:00:00+00:00,41.50086,-81.28275, Possible approach at night near Chesterland,Possible approach night near Chesterland,8,2005
252,12451,Class A,2005-08-14 12:00:00+00:00,53.59444,-120.4736, Motorhome driver reports sighting around 7am near Jasper,Motorhome driver reports sighting around 7am near Jasper,8,2005
